login_count,logoff_count,usb_connect_count,usb_disconnect_count,email_count,file_activity_count,unique_pc_count,after_hours_login,weekend_activity,attachment_count,max_login_drift,weeks_with_anomalous_login,max_usb_drift,weeks_with_anomalous_usb
692,346,0.0,0.0,6019,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
796,398,0.0,0.0,3022,0.0,3,384.0,0.0,907.0,1.81647242045494,0,0.0,0.0
692,346,0.0,0.0,3049,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3032,0.0,1,350.0,0.0,309.0,1.3199178488951635,0,0.0,0.0
104,39,15.0,15.0,34,358.0,3,16.0,0.0,12.0,1.3858697343671662,0,1.6484511834894675,0.0
692,346,0.0,0.0,3018,0.0,1,152.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
422,211,0.0,0.0,207,0.0,1,211.0,0.0,0.0,0.3165104909423472,0,0.0,0.0
963,346,0.0,0.0,3041,0.0,1,346.0,0.0,1196.0,1.57817871045485,0,0.0,0.0
692,346,0.0,0.0,339,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
88,44,0.0,0.0,304,0.0,2,35.0,0.0,100.0,0.9449111825230682,0,0.0,0.0
692,346,0.0,0.0,1009,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
388,140,0.0,0.0,1239,0.0,1,64.0,0.0,372.0,1.0819412733065217,0,0.0,0.0
692,346,0.0,0.0,997,0.0,1,0.0,0.0,95.0,1.3199178488951635,0,0.0,0.0
1651,660,0.0,0.0,3767,0.0,3,370.0,321.0,1130.0,1.8836191377289948,0,0.0,0.0
692,346,0.0,0.0,3019,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3014,0.0,1,346.0,0.0,1208.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3017,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
3052,1391,1323.0,1321.0,3287,3676.0,622,2039.0,0.0,1005.0,1.9842649367424452,0,1.817027981285389,0.0
691,346,0.0,0.0,1026,0.0,1,0.0,0.0,100.0,1.330017185963925,0,0.0,0.0
762,381,0.0,0.0,336,0.0,3,367.0,0.0,43.0,2.113533716652971,1,0.0,0.0
692,346,0.0,0.0,333,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1004,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
965,346,0.0,0.0,990,0.0,1,0.0,0.0,377.0,1.571772159695516,0,0.0,0.0
692,346,0.0,0.0,4965,0.0,1,346.0,0.0,977.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3646,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
722,361,130.0,130.0,998,181.0,3,0.0,0.0,112.0,1.8858488940032303,0,3.4921842316594214,2.0
771,288,0.0,0.0,2268,0.0,2,262.0,0.0,234.0,4.195010386744816,2,0.0,0.0
692,346,0.0,0.0,3029,0.0,1,346.0,0.0,602.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3053,0.0,1,167.0,0.0,590.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,332,0.0,1,166.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1004,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,327,0.0,1,0.0,0.0,129.0,1.3199178488951635,0,0.0,0.0
762,381,139.0,138.0,3049,2646.0,35,0.0,0.0,879.0,1.6533125276383729,0,2.9831839491644887,3.0
1030,515,185.0,181.0,4582,3303.0,3,211.0,258.0,455.0,2.102904574731708,1,2.6159636821680494,3.0
384,192,198.0,193.0,1475,509.0,2,88.0,0.0,570.0,1.646957209173863,0,2.464873731808788,2.0
692,346,0.0,0.0,3711,0.0,1,13.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
834,417,0.0,0.0,3034,0.0,3,165.0,0.0,891.0,1.923654817072434,0,0.0,0.0
959,346,0.0,0.0,4649,0.0,1,346.0,0.0,1852.0,1.6215749085815805,0,0.0,0.0
692,346,0.0,0.0,4974,0.0,1,160.0,0.0,525.0,1.3199178488951635,0,0.0,0.0
1197,464,0.0,0.0,1015,0.0,2,415.0,0.0,423.0,2.1488840234889404,1,0.0,0.0
708,354,0.0,0.0,4723,0.0,1,353.0,0.0,925.0,1.2988537374943545,0,0.0,0.0
696,348,0.0,0.0,4704,0.0,1,4.0,0.0,0.0,1.685611520037312,0,0.0,0.0
796,398,0.0,0.0,5369,0.0,3,183.0,40.0,543.0,2.2498632842167963,1,0.0,0.0
692,346,0.0,0.0,4724,0.0,1,346.0,0.0,921.0,1.3199178488951635,0,0.0,0.0
1118,418,361.0,358.0,329,1157.0,2,0.0,0.0,102.0,1.7883837302111494,0,1.8988025704910567,0.0
745,292,418.0,415.0,566,961.0,2,51.0,5.0,227.0,1.7441956722358756,0,1.7236661319219144,0.0
910,455,0.0,0.0,4663,0.0,4,486.0,14.0,1453.0,2.1923167657604443,1,0.0,0.0
692,346,0.0,0.0,4993,0.0,1,173.0,0.0,1999.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
878,439,0.0,0.0,3006,0.0,2,359.0,0.0,1188.0,2.080205713845909,1,0.0,0.0
692,346,0.0,0.0,3032,0.0,1,346.0,0.0,289.0,1.3199178488951635,0,0.0,0.0
1345,489,172.0,172.0,4039,601.0,3,0.0,335.0,1630.0,1.818641077845285,0,2.4572826486857884,2.0
691,346,0.0,0.0,4668,0.0,1,345.0,0.0,892.0,1.330017185963925,0,0.0,0.0
1479,567,155.0,154.0,1242,165.0,2,0.0,255.0,360.0,1.791364910133036,0,2.670616150740164,3.0
692,346,0.0,0.0,340,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
702,351,0.0,0.0,5005,0.0,6,346.0,0.0,1514.0,1.6370150218669903,0,0.0,0.0
692,346,0.0,0.0,3668,0.0,1,346.0,0.0,1470.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1004,0.0,1,0.0,0.0,407.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,346.0,0.0,138.0,1.3199178488951635,0,0.0,0.0
670,335,0.0,0.0,2924,0.0,1,339.0,0.0,555.0,1.4411001327003718,0,0.0,0.0
692,346,0.0,0.0,6114,0.0,1,346.0,0.0,2467.0,1.3199178488951635,0,0.0,0.0
748,374,0.0,0.0,333,0.0,3,356.0,0.0,136.0,1.814402295157344,0,0.0,0.0
692,346,0.0,0.0,335,0.0,1,346.0,0.0,67.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3031,0.0,1,341.0,0.0,1207.0,1.3199178488951635,0,0.0,0.0
999,366,0.0,0.0,3003,0.0,21,0.0,0.0,884.0,1.5913515591367553,0,0.0,0.0
644,322,0.0,0.0,4673,0.0,1,146.0,0.0,936.0,1.62483128068145,0,0.0,0.0
692,346,0.0,0.0,5063,0.0,1,168.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,346.0,0.0,44.0,1.3199178488951635,0,0.0,0.0
1035,379,0.0,0.0,375,0.0,2,355.0,0.0,102.0,1.7107621062857234,0,0.0,0.0
1125,406,134.0,133.0,4126,199.0,3,192.0,122.0,1245.0,1.9665156643782735,0,2.441249659704008,1.0
692,346,0.0,0.0,3008,0.0,1,163.0,0.0,643.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1001,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
988,359,138.0,137.0,332,564.0,2,0.0,0.0,33.0,1.670666616355633,0,3.4945912909972727,2.0
1012,369,0.0,0.0,338,0.0,3,350.0,0.0,120.0,1.7475443075891104,0,0.0,0.0
808,404,716.0,712.0,336,1563.0,3,21.0,4.0,108.0,2.21146164282205,1,2.1128671566381843,2.0
692,346,0.0,0.0,339,0.0,1,0.0,0.0,129.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2998,0.0,1,159.0,0.0,292.0,1.3199178488951635,0,0.0,0.0
1217,473,363.0,360.0,6000,942.0,3,382.0,0.0,2446.0,1.7160567678000749,0,2.366941321580835,2.0
957,346,0.0,0.0,3687,0.0,1,158.0,0.0,1482.0,1.4698325591610772,0,0.0,0.0
692,346,0.0,0.0,5036,0.0,1,167.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1078,402,152.0,151.0,2947,3049.0,2,414.0,5.0,887.0,1.9989754058140232,0,2.5148257067159725,2.0
962,346,0.0,0.0,334,0.0,1,346.0,0.0,132.0,1.568086531423828,0,0.0,0.0
482,241,0.0,0.0,2104,0.0,1,125.0,0.0,0.0,0.3212864259352496,0,0.0,0.0
692,346,0.0,0.0,1002,0.0,1,346.0,0.0,110.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4978,0.0,1,164.0,0.0,1985.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3624,0.0,1,0.0,0.0,1465.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5078,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4699,0.0,1,346.0,0.0,446.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1003,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,334,0.0,1,167.0,0.0,74.0,1.3199178488951635,0,0.0,0.0
1306,495,397.0,395.0,5847,304.0,2,195.0,144.0,1791.0,2.363300731857917,1,3.19433456437461,2.0
692,346,0.0,0.0,2989,0.0,1,0.0,0.0,608.0,1.3199178488951635,0,0.0,0.0
1703,656,214.0,210.0,4820,315.0,2,399.0,503.0,1422.0,2.0759498352363663,1,4.021726471351449,1.0
692,346,0.0,0.0,2985,0.0,1,156.0,0.0,639.0,1.3199178488951635,0,0.0,0.0
957,346,677.0,665.0,998,1900.0,1,0.0,0.0,298.0,1.624561246121445,0,2.29116317371219,1.0
692,346,0.0,0.0,3050,0.0,1,346.0,0.0,624.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3056,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2989,0.0,1,0.0,0.0,589.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1000,0.0,1,346.0,0.0,395.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3039,0.0,1,0.0,0.0,602.0,1.3199178488951635,0,0.0,0.0
1016,372,662.0,658.0,1017,723.0,2,355.0,0.0,315.0,1.767908447900198,0,2.33215998631585,1.0
692,346,2984.0,2971.0,3021,8167.0,1,346.0,0.0,897.0,1.3199178488951635,0,1.5106348177462372,0.0
692,346,1007.0,999.0,9097,3045.0,1,0.0,0.0,3659.0,1.3199178488951635,0,1.7697659347182093,0.0
957,346,0.0,0.0,5036,0.0,1,0.0,0.0,1542.0,1.6264400623265285,0,0.0,0.0
965,346,0.0,0.0,3054,0.0,1,171.0,0.0,1229.0,1.5700304720230087,0,0.0,0.0
692,346,0.0,0.0,4727,0.0,1,346.0,0.0,911.0,1.3199178488951635,0,0.0,0.0
1428,525,0.0,0.0,4143,0.0,26,495.0,361.0,398.0,2.240506281480706,1,0.0,0.0
692,346,691.0,686.0,3043,1577.0,1,346.0,0.0,1223.0,1.3199178488951635,0,2.17963419934046,2.0
692,346,0.0,0.0,337,0.0,1,165.0,0.0,78.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5016,0.0,1,151.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
3035,1380,1364.0,1358.0,3626,3406.0,630,1701.0,0.0,1508.0,2.022939818502104,2,2.4590090094603307,1.0
528,264,96.0,94.0,767,1716.0,1,264.0,14.0,84.0,4.97662572279298,2,2.708191707686403,1.0
692,346,0.0,0.0,3021,0.0,1,168.0,0.0,620.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3371,0.0,1,0.0,0.0,1009.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3007,0.0,1,167.0,0.0,632.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4713,0.0,1,162.0,0.0,479.0,1.3199178488951635,0,0.0,0.0
955,346,0.0,0.0,3712,0.0,1,169.0,0.0,1469.0,1.472520493765105,0,0.0,0.0
73,27,26.0,26.0,216,82.0,3,13.0,4.0,90.0,1.0147843288317735,0,1.3694249432972494,0.0
664,332,0.0,0.0,2922,0.0,1,148.0,0.0,0.0,1.494883565857589,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,346.0,0.0,140.0,1.3199178488951635,0,0.0,0.0
691,346,0.0,0.0,4971,0.0,1,345.0,0.0,2015.0,1.3198926233852584,0,0.0,0.0
1157,448,0.0,0.0,4998,0.0,3,171.0,0.0,2005.0,1.924898445639267,0,0.0,0.0
1002,501,0.0,0.0,1425,0.0,10,0.0,276.0,432.0,1.55102638823922,0,0.0,0.0
692,346,0.0,0.0,3050,0.0,1,346.0,0.0,615.0,1.3199178488951635,0,0.0,0.0
200,80,100.0,98.0,540,345.0,2,0.0,0.0,171.0,1.4540168172557622,0,1.7049858486761835,0.0
692,346,0.0,0.0,335,0.0,1,346.0,0.0,73.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2979,0.0,1,346.0,0.0,587.0,1.3199178488951635,0,0.0,0.0
1125,404,3180.0,3165.0,7435,9323.0,1,199.0,163.0,2281.0,2.155582312765677,1,2.1531595593163777,1.0
692,346,0.0,0.0,4697,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
953,346,0.0,0.0,336,0.0,1,0.0,0.0,131.0,1.4990195673373343,0,0.0,0.0
1143,420,133.0,131.0,6750,2662.0,38,171.0,103.0,698.0,1.7964046996304102,0,3.2436294185923265,3.0
352,140,0.0,0.0,269,0.0,12,108.0,0.0,106.0,1.3860097510537164,0,0.0,0.0
1014,371,2968.0,2956.0,2988,1777.0,2,377.0,0.0,911.0,1.7113184405163044,0,1.5276539829185969,0.0
692,346,0.0,0.0,3019,0.0,1,168.0,0.0,637.0,1.3199178488951635,0,0.0,0.0
988,494,3805.0,3790.0,5103,11627.0,1,38.0,247.0,1535.0,1.6348168682510944,0,1.4740047164507226,0.0
692,346,0.0,0.0,336,0.0,1,164.0,0.0,37.0,1.3199178488951635,0,0.0,0.0
965,346,0.0,0.0,3038,0.0,1,346.0,0.0,630.0,1.567140481518133,0,0.0,0.0
692,346,0.0,0.0,338,0.0,1,0.0,0.0,76.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1019,0.0,1,346.0,0.0,401.0,1.3199178488951635,0,0.0,0.0
961,348,0.0,0.0,9116,0.0,3,348.0,0.0,893.0,1.5439290593999486,0,0.0,0.0
806,403,0.0,0.0,5454,0.0,1,403.0,104.0,582.0,2.125998609878192,1,0.0,0.0
999,362,694.0,690.0,3058,2023.0,17,169.0,0.0,1250.0,1.6778824220083322,0,2.0539526533591985,1.0
975,346,0.0,0.0,1014,0.0,1,346.0,0.0,405.0,1.5631179576723582,0,0.0,0.0
730,365,0.0,0.0,1019,0.0,2,348.0,0.0,109.0,1.846740228687539,0,0.0,0.0
1215,470,664.0,653.0,3331,1245.0,3,201.0,5.0,1024.0,1.7340220651762712,0,2.277277578433033,2.0
898,449,0.0,0.0,1138,0.0,285,647.0,0.0,125.0,2.5884744686838497,1,0.0,0.0
1395,539,0.0,0.0,3481,0.0,3,215.0,188.0,1386.0,1.8233172795913468,0,0.0,0.0
372,186,0.0,0.0,1762,0.0,1,186.0,0.0,510.0,0.3384539608149562,0,0.0,0.0
3086,1410,3935.0,3917.0,3631,3199.0,604,1674.0,4.0,1089.0,1.9543074068877224,0,1.6361105863359515,0.0
1004,367,708.0,700.0,333,986.0,3,349.0,0.0,100.0,1.8416549931235888,0,1.9896786263165969,0.0
979,360,145.0,142.0,3342,802.0,2,170.0,0.0,1019.0,1.5542866615647064,0,2.0800438339468625,4.0
1121,425,0.0,0.0,996,0.0,1,148.0,12.0,304.0,1.877165544659981,0,0.0,0.0
1141,419,388.0,386.0,359,624.0,3,432.0,100.0,118.0,1.982174216157233,0,1.9743265264614,0.0
858,429,666.0,660.0,335,2509.0,3,0.0,0.0,131.0,1.894608748459488,0,2.175555809383744,1.0
502,251,0.0,0.0,244,0.0,1,251.0,0.0,25.0,0.365399074323518,0,0.0,0.0
692,346,0.0,0.0,5026,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
766,383,0.0,0.0,1806,0.0,2,0.0,42.0,546.0,1.779199030747993,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2992,0.0,1,346.0,0.0,571.0,1.3199178488951635,0,0.0,0.0
878,439,0.0,0.0,1329,0.0,1,0.0,176.0,133.0,1.7471752868230943,0,0.0,0.0
870,435,3375.0,3360.0,3402,473.0,21,228.0,98.0,332.0,1.5322209687710218,0,1.7037297395262667,0.0
692,346,0.0,0.0,337,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1221,481,373.0,368.0,3000,1840.0,3,206.0,3.0,1190.0,1.8727836692604032,0,2.646734659854106,3.0
692,346,0.0,0.0,338,0.0,1,346.0,0.0,138.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5041,0.0,1,329.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1637,621,519.0,514.0,481,812.0,2,238.0,465.0,195.0,1.5168130780420743,0,2.5868210777354106,2.0
692,346,0.0,0.0,338,0.0,1,346.0,0.0,35.0,1.3199178488951635,0,0.0,0.0
1203,466,150.0,150.0,337,2970.0,27,414.0,0.0,107.0,1.7812285907842482,0,1.9853433733674493,0.0
1337,524,378.0,376.0,1089,1236.0,28,0.0,95.0,346.0,1.739256638572202,0,2.789805404701971,3.0
692,346,0.0,0.0,333,0.0,1,0.0,0.0,35.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5006,0.0,1,0.0,0.0,1016.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5032,0.0,1,346.0,0.0,992.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1008,0.0,1,0.0,0.0,193.0,1.3199178488951635,0,0.0,0.0
1747,684,505.0,499.0,4157,2278.0,2,607.0,450.0,1697.0,1.6659031514768938,0,2.3832736506321224,2.0
692,346,0.0,0.0,5019,0.0,1,0.0,0.0,1024.0,1.3199178488951635,0,0.0,0.0
987,364,0.0,0.0,3030,0.0,3,0.0,0.0,1187.0,1.6212563969601168,0,0.0,0.0
968,346,0.0,0.0,3013,0.0,1,346.0,0.0,935.0,1.5576697027790063,0,0.0,0.0
692,346,0.0,0.0,3024,0.0,1,346.0,0.0,309.0,1.3199178488951635,0,0.0,0.0
876,438,0.0,0.0,4968,0.0,3,177.0,0.0,1972.0,1.942424558711042,0,0.0,0.0
1465,560,0.0,0.0,427,0.0,3,553.0,296.0,132.0,2.2582269455126007,2,0.0,0.0
692,346,0.0,0.0,2998,0.0,1,156.0,0.0,604.0,1.3199178488951635,0,0.0,0.0
2768,1384,0.0,0.0,3659,0.0,625,1695.0,0.0,749.0,1.751021899831603,0,0.0,0.0
1002,362,2991.0,2977.0,5030,339.0,2,167.0,0.0,1530.0,1.6467050317641772,0,1.4559478267114632,0.0
868,434,0.0,0.0,4752,0.0,3,501.0,10.0,488.0,2.030294445496834,1,0.0,0.0
2750,1375,0.0,0.0,3708,0.0,639,2014.0,0.0,0.0,2.226221301548863,2,0.0,0.0
1203,469,697.0,690.0,4986,2161.0,2,368.0,0.0,1491.0,1.9081764358161872,0,1.7315827902940089,0.0
1130,407,170.0,168.0,5926,406.0,1,407.0,153.0,1803.0,2.115531753433392,1,3.286027826976952,2.0
692,346,0.0,0.0,338,0.0,1,0.0,0.0,43.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1003,0.0,1,0.0,0.0,410.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3040,0.0,1,346.0,0.0,595.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3039,0.0,1,160.0,0.0,305.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4981,0.0,1,346.0,0.0,522.0,1.3199178488951635,0,0.0,0.0
966,346,2743.0,2721.0,4657,7791.0,1,346.0,0.0,476.0,1.542022150913608,0,1.6310586563622402,0.0
1406,512,190.0,190.0,5071,724.0,3,480.0,368.0,2006.0,1.8299988894460268,0,2.8522314322532085,3.0
1313,508,3153.0,3143.0,351,403.0,3,128.0,68.0,45.0,2.3411630594533683,1,1.751610623061702,0.0
692,346,0.0,0.0,3022,0.0,1,377.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
961,346,1399.0,1386.0,3002,2839.0,1,0.0,0.0,1180.0,1.5799572946373464,0,2.1660843471268105,1.0
692,346,0.0,0.0,1056,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
970,346,0.0,0.0,3017,0.0,1,346.0,0.0,1208.0,1.5542735890143609,0,0.0,0.0
1391,538,817.0,812.0,390,1589.0,3,94.0,183.0,153.0,2.098539238844849,1,2.014440369447493,3.0
692,346,0.0,0.0,3030,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3677,0.0,1,346.0,0.0,401.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2973,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
742,371,0.0,0.0,337,0.0,2,350.0,0.0,129.0,1.8260529899446276,0,0.0,0.0
1042,384,0.0,0.0,339,0.0,3,0.0,6.0,100.0,1.6348017431573032,0,0.0,0.0
1147,436,1049.0,1046.0,5027,1641.0,2,173.0,0.0,1978.0,2.0478280829809634,1,2.072135355347023,1.0
691,346,0.0,0.0,3024,0.0,1,346.0,0.0,0.0,1.3198926233852584,0,0.0,0.0
840,420,0.0,0.0,403,0.0,1,195.0,128.0,47.0,2.113488799217456,1,0.0,0.0
943,472,0.0,0.0,429,0.0,31,461.0,204.0,55.0,1.9393798584801152,0,0.0,0.0
692,346,0.0,0.0,330,0.0,1,0.0,0.0,77.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4717,0.0,1,396.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1284,505,0.0,0.0,3372,0.0,5,462.0,10.0,1347.0,1.757316238604696,0,0.0,0.0
1127,428,664.0,651.0,1009,1893.0,36,59.0,4.0,301.0,1.7726454031073704,0,2.2754694900206527,2.0
632,228,0.0,0.0,2003,0.0,1,116.0,0.0,207.0,0.8286294588368256,0,0.0,0.0
1200,465,141.0,138.0,2989,555.0,3,381.0,0.0,906.0,1.7505385902015005,0,2.566775498386016,2.0
967,346,0.0,0.0,1010,0.0,1,0.0,0.0,425.0,1.5383747289447682,0,0.0,0.0
692,346,0.0,0.0,1007,0.0,1,346.0,0.0,207.0,1.3199178488951635,0,0.0,0.0
691,346,0.0,0.0,3020,0.0,1,0.0,0.0,0.0,1.330017185963925,0,0.0,0.0
691,346,3003.0,2992.0,3009,7977.0,1,0.0,0.0,901.0,1.319892623385258,0,1.4327353800158324,0.0
692,346,0.0,0.0,3640,0.0,1,346.0,0.0,725.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5045,0.0,1,147.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2980,0.0,1,172.0,0.0,1193.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4984,0.0,1,163.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,339,0.0,1,346.0,0.0,75.0,1.3199178488951635,0,0.0,0.0
110,55,0.0,0.0,51,0.0,1,28.0,0.0,3.0,0.0,0,0.0,0.0
692,346,0.0,0.0,331,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
2776,1388,0.0,0.0,3689,0.0,636,1676.0,0.0,0.0,1.8570072838439915,0,0.0,0.0
692,346,0.0,0.0,991,0.0,1,0.0,0.0,400.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1049,0.0,1,346.0,0.0,92.0,1.3199178488951635,0,0.0,0.0
846,423,136.0,134.0,3335,376.0,3,174.0,0.0,324.0,2.1794652312823253,1,2.312597389074498,2.0
692,346,0.0,0.0,5008,0.0,1,0.0,0.0,538.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,996,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3058,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3021,0.0,1,364.0,0.0,632.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3045,0.0,1,346.0,0.0,1226.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5023,0.0,1,0.0,0.0,2013.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3719,0.0,1,346.0,0.0,785.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2980,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1019,369,108.0,108.0,3365,377.0,3,157.0,0.0,1009.0,1.7405493740616655,0,3.6263318223620544,2.0
692,346,0.0,0.0,3014,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1197,464,0.0,0.0,9145,0.0,2,377.0,0.0,2775.0,1.9812098049174869,0,0.0,0.0
962,346,0.0,0.0,5062,0.0,1,346.0,0.0,2013.0,1.4417526302906802,0,0.0,0.0
971,346,0.0,0.0,3061,0.0,1,346.0,0.0,331.0,1.5359867562038818,0,0.0,0.0
2780,1390,0.0,0.0,3654,0.0,640,1993.0,0.0,739.0,1.882226919653132,0,0.0,0.0
1161,442,703.0,701.0,3033,1593.0,2,492.0,14.0,892.0,1.9963280501983036,0,2.18610172546688,1.0
1098,413,360.0,354.0,4679,260.0,3,359.0,0.0,1893.0,2.1016897876812544,1,2.4951314462072216,2.0
692,346,0.0,0.0,4745,0.0,1,166.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
968,346,0.0,0.0,1003,0.0,1,346.0,0.0,410.0,1.5846564573300888,0,0.0,0.0
998,366,0.0,0.0,5014,0.0,3,163.0,0.0,1501.0,1.6518265807069767,0,0.0,0.0
692,346,0.0,0.0,3687,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,991,0.0,1,0.0,0.0,203.0,1.3199178488951635,0,0.0,0.0
1115,424,345.0,342.0,333,530.0,2,0.0,0.0,140.0,1.7461442016819082,0,2.487422726313453,2.0
692,346,0.0,0.0,1005,0.0,1,0.0,0.0,387.0,1.3199178488951635,0,0.0,0.0
2788,1394,0.0,0.0,3700,0.0,635,1682.0,0.0,1473.0,1.9342329039156891,0,0.0,0.0
692,346,0.0,0.0,5059,0.0,1,158.0,0.0,995.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3037,0.0,1,161.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3054,0.0,1,202.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
961,346,0.0,0.0,4684,0.0,1,346.0,0.0,1913.0,1.5655858085527217,0,0.0,0.0
902,451,3257.0,3244.0,5158,1534.0,2,431.0,74.0,540.0,2.308072969971384,1,1.7898760648665684,0.0
