user,login_count,logoff_count,usb_connect_count,usb_disconnect_count,email_count,file_activity_count,unique_pc_count,after_hours_login,weekend_activity,attachment_count
GBM0603,644,322,0.0,0.0,4673,0.0,1,146.0,0.0,936.0
GCC0744,692,346,0.0,0.0,5063,0.0,1,168.0,0.0,0.0
GCC0945,692,346,0.0,0.0,337,0.0,1,346.0,0.0,44.0
GCG0951,1035,379,0.0,0.0,375,0.0,2,355.0,0.0,102.0
GCL0016,1125,406,134.0,133.0,4126,199.0,3,192.0,122.0,1245.0
GCR0554,692,346,0.0,0.0,3008,0.0,1,163.0,0.0,643.0
GCS0518,692,346,0.0,0.0,1001,0.0,1,0.0,0.0,0.0
GCS0571,988,359,138.0,137.0,332,564.0,2,0.0,0.0,33.0
GDF0704,1012,369,0.0,0.0,338,0.0,3,350.0,0.0,120.0
GHH0288,808,404,716.0,712.0,336,1563.0,3,21.0,4.0,108.0
GHL0460,464,232,11.0,11.0,217,41.0,1,114.0,1.0,57.0
GJD0298,692,346,0.0,0.0,339,0.0,1,0.0,0.0,129.0
GJT0386,692,346,0.0,0.0,2998,0.0,1,159.0,0.0,292.0
GKO0078,1217,473,363.0,360.0,6000,942.0,3,382.0,0.0,2446.0
GLR0975,957,346,0.0,0.0,3687,0.0,1,158.0,0.0,1482.0
GMF0738,692,346,0.0,0.0,5036,0.0,1,167.0,0.0,0.0
GNS0178,1078,402,152.0,151.0,2947,3049.0,2,414.0,5.0,887.0
GNZ0953,962,346,0.0,0.0,334,0.0,1,346.0,0.0,132.0
GOK0238,482,241,0.0,0.0,2104,0.0,1,125.0,0.0,0.0
GQF0659,692,346,0.0,0.0,1002,0.0,1,346.0,0.0,110.0
GQP0743,692,346,0.0,0.0,4978,0.0,1,164.0,0.0,1985.0
GRC0145,692,346,0.0,0.0,3624,0.0,1,0.0,0.0,1465.0
GRM0868,692,346,0.0,0.0,5078,0.0,1,346.0,0.0,0.0
GTD0116,692,346,0.0,0.0,4699,0.0,1,346.0,0.0,446.0
GTD0219,980,490,479.0,478.0,1262,1281.0,306,692.0,0.0,373.0
GTD0898,692,346,0.0,0.0,1003,0.0,1,0.0,0.0,0.0
GZB0469,692,346,0.0,0.0,334,0.0,1,167.0,0.0,74.0
GZC0735,1306,495,397.0,395.0,5847,304.0,2,195.0,144.0,1791.0
HAC0282,692,346,0.0,0.0,2989,0.0,1,0.0,0.0,608.0
HAD0246,1703,656,214.0,210.0,4820,315.0,2,399.0,503.0,1422.0
HAH0248,692,346,0.0,0.0,2985,0.0,1,156.0,0.0,639.0
HAH0760,957,346,677.0,665.0,998,1900.0,1,0.0,0.0,298.0
HAM0985,692,346,0.0,0.0,3050,0.0,1,346.0,0.0,624.0
HAV0121,692,346,0.0,0.0,3056,0.0,1,346.0,0.0,0.0
HBB0056,692,346,0.0,0.0,2989,0.0,1,0.0,0.0,589.0
HBO0413,646,323,709.0,699.0,2840,691.0,1,160.0,0.0,0.0
HCC0344,692,346,0.0,0.0,1000,0.0,1,346.0,0.0,395.0
HCL0113,692,346,0.0,0.0,3039,0.0,1,0.0,0.0,602.0
HCL0651,1016,372,662.0,658.0,1017,723.0,2,355.0,0.0,315.0
HCM0267,692,346,2984.0,2971.0,3021,8167.0,1,346.0,0.0,897.0
HCS0003,692,346,1007.0,999.0,9097,3045.0,1,0.0,0.0,3659.0
HCV0478,957,346,0.0,0.0,5036,0.0,1,0.0,0.0,1542.0
HCW0419,965,346,0.0,0.0,3054,0.0,1,171.0,0.0,1229.0
HDD0789,692,346,0.0,0.0,4727,0.0,1,346.0,0.0,911.0
HDD0806,1428,525,0.0,0.0,4143,0.0,26,495.0,361.0,398.0
HDH0928,692,346,691.0,686.0,3043,1577.0,1,346.0,0.0,1223.0
HDJ0446,692,346,0.0,0.0,337,0.0,1,165.0,0.0,78.0
HDL0748,692,346,0.0,0.0,5016,0.0,1,151.0,0.0,0.0
HDS0367,3035,1380,1364.0,1358.0,3626,3406.0,630,1701.0,0.0,1508.0
HFB0347,528,264,96.0,94.0,767,1716.0,1,264.0,14.0,84.0
HGG0240,692,346,0.0,0.0,3021,0.0,1,168.0,0.0,620.0
HGH0595,692,346,0.0,0.0,336,0.0,1,0.0,0.0,0.0
HGN0287,692,346,0.0,0.0,3371,0.0,1,0.0,0.0,1009.0
HIA0414,692,346,0.0,0.0,3007,0.0,1,167.0,0.0,632.0
HIW0536,692,346,0.0,0.0,4713,0.0,1,162.0,0.0,479.0
HJA0018,955,346,0.0,0.0,3712,0.0,1,169.0,0.0,1469.0
HJB0742,709,263,6.0,6.0,3494,5.0,2,132.0,0.0,1090.0
HJS0072,73,27,26.0,26.0,216,82.0,3,13.0,4.0,90.0
HKB0418,664,332,0.0,0.0,2922,0.0,1,148.0,0.0,0.0
HKF0831,692,346,0.0,0.0,336,0.0,1,346.0,0.0,140.0
HKI0171,691,346,0.0,0.0,4971,0.0,1,345.0,0.0,2015.0
HKR0628,1157,448,0.0,0.0,4998,0.0,3,171.0,0.0,2005.0
HLH0512,1002,501,0.0,0.0,1425,0.0,10,0.0,276.0,432.0
HLM0933,692,346,0.0,0.0,3050,0.0,1,346.0,0.0,615.0
HMM0108,200,80,100.0,98.0,540,345.0,2,0.0,0.0,171.0
HMW0713,692,346,0.0,0.0,335,0.0,1,346.0,0.0,73.0
HOB0994,692,346,0.0,0.0,2979,0.0,1,346.0,0.0,587.0
HPH0075,1125,404,3180.0,3165.0,7435,9323.0,1,199.0,163.0,2281.0
HPM0986,692,346,0.0,0.0,4697,0.0,1,346.0,0.0,0.0
HPR0585,953,346,0.0,0.0,336,0.0,1,0.0,0.0,131.0
HRB0351,1143,420,133.0,131.0,6750,2662.0,38,171.0,103.0,698.0
HRD0635,352,140,0.0,0.0,269,0.0,12,108.0,0.0,106.0
HRL0540,1014,371,2968.0,2956.0,2988,1777.0,2,377.0,0.0,911.0
HRW0550,692,346,0.0,0.0,3019,0.0,1,168.0,0.0,637.0
HSB0196,988,494,3805.0,3790.0,5103,11627.0,1,38.0,247.0,1535.0
HSD0457,692,346,0.0,0.0,336,0.0,1,164.0,0.0,37.0
HSG0818,965,346,0.0,0.0,3038,0.0,1,346.0,0.0,630.0
HSP0290,692,346,0.0,0.0,338,0.0,1,0.0,0.0,76.0
HTF0641,692,346,0.0,0.0,1019,0.0,1,346.0,0.0,401.0
HTH0007,961,348,0.0,0.0,9116,0.0,3,348.0,0.0,893.0
HVB0037,806,403,0.0,0.0,5454,0.0,1,403.0,104.0,582.0
HVF0067,999,362,694.0,690.0,3058,2023.0,17,169.0,0.0,1250.0
HWH0646,975,346,0.0,0.0,1014,0.0,1,346.0,0.0,405.0
HWM0342,730,365,0.0,0.0,1019,0.0,2,348.0,0.0,109.0
HWW0436,1215,470,664.0,653.0,3331,1245.0,3,201.0,5.0,1024.0
HWY0038,898,449,0.0,0.0,1138,0.0,285,647.0,0.0,125.0
HXL0968,422,211,468.0,464.0,211,477.0,1,211.0,0.0,53.0
IAR0694,1395,539,0.0,0.0,3481,0.0,3,215.0,188.0,1386.0
IAT0263,372,186,0.0,0.0,1762,0.0,1,186.0,0.0,510.0
IBB0359,3086,1410,3935.0,3917.0,3631,3199.0,604,1674.0,4.0,1089.0
IBB0696,1004,367,708.0,700.0,333,986.0,3,349.0,0.0,100.0
IBM0671,979,360,145.0,142.0,3342,802.0,2,170.0,0.0,1019.0
IBP0883,1121,425,0.0,0.0,996,0.0,1,148.0,12.0,304.0
IBS0836,1141,419,388.0,386.0,359,624.0,3,432.0,100.0,118.0
ICH0294,858,429,666.0,660.0,335,2509.0,3,0.0,0.0,131.0
ICS0956,502,251,0.0,0.0,244,0.0,1,251.0,0.0,25.0
IDO0176,692,346,0.0,0.0,5026,0.0,1,346.0,0.0,0.0
IEB0153,766,383,0.0,0.0,1806,0.0,2,0.0,42.0,546.0
IHK0841,692,346,0.0,0.0,336,0.0,1,346.0,0.0,0.0
IIA0092,692,346,0.0,0.0,2992,0.0,1,346.0,0.0,571.0
IIL0513,878,439,0.0,0.0,1329,0.0,1,0.0,176.0,133.0
IIW0249,870,435,3375.0,3360.0,3402,473.0,21,228.0,98.0,332.0
IJM0139,692,346,0.0,0.0,337,0.0,1,0.0,0.0,0.0
IJM0444,1221,481,373.0,368.0,3000,1840.0,3,206.0,3.0,1190.0
IJM0776,342,171,350.0,344.0,515,344.0,1,0.0,0.0,106.0
IJR0825,692,346,0.0,0.0,338,0.0,1,346.0,0.0,138.0
IJW0851,692,346,0.0,0.0,5041,0.0,1,329.0,0.0,0.0
IKP0472,1637,621,519.0,514.0,481,812.0,2,238.0,465.0,195.0
IKR0401,574,287,569.0,565.0,2495,554.0,1,323.0,0.0,507.0
ILC0838,692,346,0.0,0.0,338,0.0,1,346.0,0.0,35.0
ILH0958,1203,466,150.0,150.0,337,2970.0,27,414.0,0.0,107.0
ILJ0526,1337,524,378.0,376.0,1089,1236.0,28,0.0,95.0,346.0
ILR0304,692,346,0.0,0.0,333,0.0,1,0.0,0.0,35.0
IMB0481,692,346,0.0,0.0,5006,0.0,1,0.0,0.0,1016.0
IMG0320,692,346,0.0,0.0,5032,0.0,1,346.0,0.0,992.0
IMP0530,692,346,0.0,0.0,1008,0.0,1,0.0,0.0,193.0
IRM0931,1747,684,505.0,499.0,4157,2278.0,2,607.0,450.0,1697.0
IRT0491,692,346,0.0,0.0,5019,0.0,1,0.0,0.0,1024.0
IUB0565,468,234,494.0,492.0,2057,503.0,1,0.0,0.0,427.0
IUY0279,987,364,0.0,0.0,3030,0.0,3,0.0,0.0,1187.0
IWM0816,968,346,0.0,0.0,3013,0.0,1,346.0,0.0,935.0
IYB0918,692,346,0.0,0.0,3024,0.0,1,346.0,0.0,309.0
JAD0609,876,438,0.0,0.0,4968,0.0,3,177.0,0.0,1972.0
JAJ0849,1465,560,0.0,0.0,427,0.0,3,553.0,296.0,132.0
JAM0382,692,346,0.0,0.0,2998,0.0,1,156.0,0.0,604.0
JAV0361,2768,1384,0.0,0.0,3659,0.0,625,1695.0,0.0,749.0
JBD0616,1002,362,2991.0,2977.0,5030,339.0,2,167.0,0.0,1530.0
JBM0350,868,434,0.0,0.0,4752,0.0,3,501.0,10.0,488.0
JCC0225,2750,1375,0.0,0.0,3708,0.0,639,2014.0,0.0,0.0
JCG0316,1203,469,697.0,690.0,4986,2161.0,2,368.0,0.0,1491.0
JCR0172,1130,407,170.0,168.0,5926,406.0,1,407.0,153.0,1803.0
JCR0289,692,346,0.0,0.0,338,0.0,1,0.0,0.0,43.0
JCR0770,692,346,0.0,0.0,1003,0.0,1,0.0,0.0,410.0
JCR0921,692,346,0.0,0.0,3040,0.0,1,346.0,0.0,595.0
JCV0245,692,346,0.0,0.0,3039,0.0,1,160.0,0.0,305.0
JCW0858,692,346,0.0,0.0,4981,0.0,1,346.0,0.0,522.0
JDB0169,966,346,2743.0,2721.0,4657,7791.0,1,346.0,0.0,476.0
JDC0030,1406,512,190.0,190.0,5071,724.0,3,480.0,368.0,2006.0
JDF0593,1313,508,3153.0,3143.0,351,403.0,3,128.0,68.0,45.0
JER0404,692,346,0.0,0.0,3022,0.0,1,377.0,0.0,0.0
JFC0557,961,346,1399.0,1386.0,3002,2839.0,1,0.0,0.0,1180.0
JFC0757,692,346,0.0,0.0,1056,0.0,1,0.0,0.0,0.0
JGM0934,970,346,0.0,0.0,3017,0.0,1,346.0,0.0,1208.0
JGT0221,1172,586,2.0,2.0,1452,1.0,368,852.0,0.0,276.0
JHP0583,1391,538,817.0,812.0,390,1589.0,3,94.0,183.0,153.0
JIG0128,692,346,0.0,0.0,3030,0.0,1,346.0,0.0,0.0
JIM0095,692,346,0.0,0.0,3677,0.0,1,346.0,0.0,401.0
JJB0127,692,346,0.0,0.0,2973,0.0,1,346.0,0.0,0.0
JJB0700,742,371,0.0,0.0,337,0.0,2,350.0,0.0,129.0
JJH0292,1042,384,0.0,0.0,339,0.0,3,0.0,6.0,100.0
JJH0613,1147,436,1049.0,1046.0,5027,1641.0,2,173.0,0.0,1978.0
JJM0203,686,262,428.0,426.0,1876,425.0,2,234.0,0.0,722.0
JKB0126,691,346,0.0,0.0,3024,0.0,1,346.0,0.0,0.0
JKF0465,840,420,0.0,0.0,403,0.0,1,195.0,128.0,47.0
JKJ0698,943,472,0.0,0.0,429,0.0,31,461.0,204.0,55.0
JKM0303,692,346,0.0,0.0,330,0.0,1,0.0,0.0,77.0
JLM0364,2628,1314,2.0,2.0,3537,1.0,598,1614.0,0.0,366.0
JLW0053,692,346,0.0,0.0,4717,0.0,1,396.0,0.0,0.0
JMB0308,314,157,8.0,8.0,2203,10.0,1,160.0,0.0,452.0
JMC0925,1284,505,0.0,0.0,3372,0.0,5,462.0,10.0,1347.0
JMD0520,1127,428,664.0,651.0,1009,1893.0,36,59.0,4.0,301.0
JMH0543,632,228,0.0,0.0,2003,0.0,1,116.0,0.0,207.0
JMK0099,1200,465,141.0,138.0,2989,555.0,3,381.0,0.0,906.0
JML0909,967,346,0.0,0.0,1010,0.0,1,0.0,0.0,425.0
JMW0638,692,346,0.0,0.0,1007,0.0,1,346.0,0.0,207.0
JNA0559,691,346,0.0,0.0,3020,0.0,1,0.0,0.0,0.0
JNJ0556,691,346,3003.0,2992.0,3009,7977.0,1,0.0,0.0,901.0
JOL0024,692,346,0.0,0.0,3640,0.0,1,346.0,0.0,725.0
JOM0750,692,346,0.0,0.0,5045,0.0,1,147.0,0.0,0.0
JPA0667,692,346,0.0,0.0,2980,0.0,1,172.0,0.0,1193.0
JPW0741,692,346,0.0,0.0,4984,0.0,1,163.0,0.0,0.0
JRF0835,692,346,0.0,0.0,339,0.0,1,346.0,0.0,75.0
JRG0207,574,287,23.0,23.0,3842,27.0,1,291.0,1.0,748.0
JRH0455,110,55,0.0,0.0,51,0.0,1,28.0,0.0,3.0
JRL0574,692,346,0.0,0.0,331,0.0,1,0.0,0.0,0.0
JRS0362,2776,1388,0.0,0.0,3689,0.0,636,1676.0,0.0,0.0
JSA0775,692,346,0.0,0.0,991,0.0,1,0.0,0.0,400.0
JSH0330,692,346,0.0,0.0,1049,0.0,1,346.0,0.0,92.0
JTM0223,1378,630,2.0,2.0,1489,1.0,361,879.0,0.0,591.0
JTS0389,846,423,136.0,134.0,3335,376.0,3,174.0,0.0,324.0
JXH0493,692,346,0.0,0.0,5008,0.0,1,0.0,0.0,538.0
JZD0888,692,346,0.0,0.0,996,0.0,1,0.0,0.0,0.0
KAC0124,692,346,0.0,0.0,3058,0.0,1,346.0,0.0,0.0
KAL0395,692,346,0.0,0.0,3021,0.0,1,364.0,0.0,632.0
KAT0270,692,346,0.0,0.0,3045,0.0,1,346.0,0.0,1226.0
KAT0489,692,346,0.0,0.0,5023,0.0,1,0.0,0.0,2013.0
KBB0189,692,346,0.0,0.0,3719,0.0,1,346.0,0.0,785.0
KBC0054,692,346,0.0,0.0,2980,0.0,1,0.0,0.0,0.0
KBG0549,1019,369,108.0,108.0,3365,377.0,3,157.0,0.0,1009.0
KBL0260,692,346,0.0,0.0,3014,0.0,1,346.0,0.0,0.0
KBP0008,1197,464,0.0,0.0,9145,0.0,2,377.0,0.0,2775.0
KBS0874,962,346,0.0,0.0,5062,0.0,1,346.0,0.0,2013.0
KCB0815,971,346,0.0,0.0,3061,0.0,1,346.0,0.0,331.0
KCF0045,2780,1390,0.0,0.0,3654,0.0,640,1993.0,0.0,739.0
KCO0122,1161,442,703.0,701.0,3033,1593.0,2,492.0,14.0,892.0
KCS0173,1098,413,360.0,354.0,4679,260.0,3,359.0,0.0,1893.0
KDS0349,692,346,0.0,0.0,4745,0.0,1,166.0,0.0,0.0
KDT0346,968,346,0.0,0.0,1003,0.0,1,346.0,0.0,410.0
KES0729,998,366,0.0,0.0,5014,0.0,3,163.0,0.0,1501.0
KJA0152,692,346,0.0,0.0,3687,0.0,1,0.0,0.0,0.0
KJG0910,692,346,0.0,0.0,991,0.0,1,0.0,0.0,203.0
KJJ0293,1115,424,345.0,342.0,333,530.0,2,0.0,0.0,140.0
KJM0887,692,346,0.0,0.0,1005,0.0,1,0.0,0.0,387.0
KJP0371,2788,1394,0.0,0.0,3700,0.0,635,1682.0,0.0,1473.0
KJS0618,692,346,0.0,0.0,5059,0.0,1,158.0,0.0,995.0
KJW0416,692,346,0.0,0.0,3037,0.0,1,161.0,0.0,0.0
KKC0683,692,346,0.0,0.0,3054,0.0,1,202.0,0.0,0.0
KKS0119,961,346,0.0,0.0,4684,0.0,1,346.0,0.0,1913.0
KKW0879,902,451,3257.0,3244.0,5158,1534.0,2,431.0,74.0,540.0
KLH0596,588,294,19.0,19.0,279,53.0,1,6.0,2.0,32.0
KLM0639,692,346,0.0,0.0,1018,0.0,1,346.0,0.0,0.0
KMB0922,1188,460,367.0,366.0,3027,1209.0,34,483.0,12.0,892.0
KMS0657,692,346,0.0,0.0,1006,0.0,1,346.0,0.0,0.0
KMW0545,967,346,129.0,128.0,3025,493.0,1,161.0,0.0,934.0
KNB0022,692,346,0.0,0.0,3646,0.0,1,346.0,0.0,748.0
KNG0672,602,301,0.0,0.0,2611,0.0,1,144.0,0.0,507.0
KNW0644,692,346,0.0,0.0,1015,0.0,1,346.0,0.0,212.0
KPC0073,308,154,8.0,8.0,1311,0.0,1,83.0,0.0,512.0
KPP0452,692,346,0.0,0.0,341,0.0,1,157.0,0.0,65.0
KPR0497,1200,461,0.0,0.0,5028,0.0,2,0.0,0.0,2023.0
KQC0708,692,346,0.0,0.0,336,0.0,1,346.0,0.0,0.0
KQS0415,692,346,0.0,0.0,3032,0.0,1,163.0,0.0,641.0
KRG0158,692,346,0.0,0.0,3710,0.0,1,346.0,0.0,755.0
KRL0062,692,346,0.0,0.0,3691,0.0,1,346.0,0.0,0.0
KRL0501,530,265,568.0,562.0,3871,578.0,1,0.0,0.0,0.0
KRM0541,728,364,0.0,0.0,3022,0.0,19,160.0,0.0,324.0
KRV0372,2820,1410,0.0,0.0,3711,0.0,630,1742.0,0.0,1502.0
KSH0569,692,346,0.0,0.0,2998,0.0,1,0.0,0.0,1195.0
KSP0357,1890,945,0.0,0.0,2496,0.0,519,1136.0,0.0,506.0
KSP0966,692,346,0.0,0.0,333,0.0,1,346.0,0.0,0.0
KTG0091,692,346,0.0,0.0,2992,0.0,1,346.0,0.0,595.0
KVS0425,692,346,0.0,0.0,3014,0.0,1,157.0,0.0,615.0
KVT0028,692,346,0.0,0.0,3041,0.0,1,356.0,0.0,592.0
KWC0004,692,346,0.0,0.0,8997,0.0,1,161.0,0.0,897.0
KWE0082,967,346,717.0,707.0,3028,2234.0,1,165.0,0.0,889.0
LAF0991,959,346,0.0,0.0,3025,0.0,1,346.0,0.0,1230.0
LAM0911,952,346,0.0,0.0,4728,0.0,1,346.0,0.0,965.0
LAP0338,1362,488,0.0,0.0,1420,0.0,1,488.0,378.0,132.0
LBC0356,3053,1391,0.0,0.0,3696,0.0,636,1670.0,0.0,1521.0
LBF0214,1673,658,471.0,470.0,6135,1236.0,2,621.0,386.0,1865.0
LBH0942,1272,453,3903.0,3882.0,3918,10889.0,1,453.0,303.0,411.0
LCB0664,1099,417,2977.0,2961.0,4697,414.0,2,168.0,0.0,1424.0
LCC0819,314,157,350.0,350.0,1413,337.0,1,157.0,0.0,0.0
LCD0622,692,346,0.0,0.0,4977,0.0,1,155.0,0.0,0.0
LDB0090,692,346,0.0,0.0,3657,0.0,1,346.0,0.0,355.0
LDD0560,100,50,0.0,0.0,400,0.0,3,12.0,19.0,132.0
LDG0459,1149,435,157.0,155.0,332,480.0,3,163.0,0.0,105.0
LDM0587,692,346,0.0,0.0,335,0.0,1,0.0,0.0,37.0
LEM0605,692,346,0.0,0.0,4958,0.0,1,153.0,0.0,944.0
LFS0071,692,346,0.0,0.0,3061,0.0,1,153.0,0.0,0.0
LHB0606,164,82,0.0,0.0,1161,0.0,1,40.0,0.0,235.0
LHB0967,692,346,0.0,0.0,330,0.0,1,346.0,0.0,0.0
LHL0309,692,346,0.0,0.0,4981,0.0,1,346.0,0.0,981.0
LHN0151,692,346,0.0,0.0,1680,0.0,1,0.0,0.0,158.0
LIM0674,1206,468,133.0,131.0,3071,185.0,2,216.0,35.0,930.0
LJB0826,692,346,0.0,0.0,336,0.0,1,346.0,0.0,80.0
LJJ0905,732,366,0.0,0.0,1026,0.0,2,0.0,0.0,399.0
LJR0523,341,171,6.0,6.0,480,3.0,1,10.0,4.0,198.0
LJT0817,1021,382,655.0,648.0,3024,1927.0,2,349.0,0.0,1197.0
LLV0602,692,346,0.0,0.0,5058,0.0,1,169.0,0.0,496.0
LMF0980,962,346,0.0,0.0,3690,0.0,1,346.0,0.0,1469.0
LNR0656,692,346,0.0,0.0,1015,0.0,1,346.0,0.0,0.0
LNS0989,1133,431,0.0,0.0,3037,0.0,2,366.0,0.0,1210.0
LOF0311,692,346,0.0,0.0,5030,0.0,1,346.0,0.0,1014.0
LOM0086,402,147,286.0,284.0,1237,438.0,2,138.0,0.0,361.0
LPC0492,744,372,0.0,0.0,5075,0.0,3,0.0,0.0,1537.0
LPH0572,74,37,0.0,0.0,36,0.0,1,0.0,0.0,15.0
LQC0479,402,201,9.0,9.0,2853,22.0,1,8.0,0.0,0.0
LQP0508,1151,438,0.0,0.0,991,0.0,3,0.0,0.0,292.0
LRR0148,1378,537,788.0,781.0,5427,907.0,3,502.0,171.0,1644.0
LRW0970,692,346,0.0,0.0,337,0.0,1,346.0,0.0,125.0
LTS0860,692,346,0.0,0.0,5096,0.0,1,346.0,0.0,504.0
LUR0896,806,403,0.0,0.0,867,0.0,3,101.0,8.0,106.0
MAD0496,236,118,0.0,0.0,1727,0.0,1,0.0,46.0,160.0
MAD0753,692,346,0.0,0.0,5049,0.0,1,168.0,0.0,1040.0
MAE0331,692,346,0.0,0.0,1022,0.0,1,346.0,0.0,210.0
MAH0149,967,346,0.0,0.0,3720,0.0,1,0.0,0.0,1517.0
MAH0864,692,346,0.0,0.0,5046,0.0,1,346.0,0.0,1010.0
MAR0955,604,302,21.0,21.0,284,69.0,1,307.0,2.0,0.0
MAS0025,412,206,16.0,15.0,2706,55.0,1,211.0,0.0,0.0
MAW0166,692,346,0.0,0.0,4665,0.0,1,346.0,0.0,0.0
MBG0438,470,235,0.0,0.0,2009,0.0,1,118.0,0.0,414.0
MBJ0312,1002,360,1029.0,1018.0,5053,1019.0,3,349.0,0.0,1530.0
MBR0724,692,346,0.0,0.0,338,0.0,1,346.0,0.0,0.0
MBW0809,60,30,0.0,0.0,258,0.0,1,30.0,0.0,104.0
MCD0125,585,221,66.0,66.0,1542,434.0,2,190.0,115.0,477.0
MCF0327,692,346,0.0,0.0,5031,0.0,1,346.0,0.0,0.0
MCF0600,616,308,36.0,36.0,239,102.0,2,14.0,109.0,22.0
MCJ0324,692,346,0.0,0.0,4982,0.0,1,346.0,0.0,1026.0
MCS0035,692,346,0.0,0.0,4650,0.0,1,346.0,0.0,0.0
MCT0720,692,346,0.0,0.0,337,0.0,1,346.0,0.0,0.0
MDH0580,592,296,631.0,626.0,295,622.0,1,0.0,0.0,117.0
MDH0686,1332,487,0.0,0.0,4020,0.0,3,289.0,316.0,1634.0
MDM0625,1093,408,2733.0,2719.0,5341,8346.0,2,161.0,0.0,574.0
MDM0976,692,346,0.0,0.0,3700,0.0,1,168.0,0.0,0.0
MES0407,692,346,0.0,0.0,2998,0.0,1,154.0,0.0,1192.0
MFV0897,692,346,0.0,0.0,996,0.0,1,0.0,0.0,0.0
MGS0974,842,421,142.0,141.0,4073,162.0,2,172.0,78.0,1235.0
MHA0798,692,346,0.0,0.0,3030,0.0,1,0.0,0.0,0.0
MHG0244,692,346,0.0,0.0,2977,0.0,1,170.0,0.0,0.0
MHG0733,692,346,0.0,0.0,4973,0.0,1,154.0,0.0,0.0
MHH0180,759,274,0.0,0.0,805,0.0,1,274.0,102.0,82.0
MIB0904,972,346,0.0,0.0,1014,0.0,1,0.0,0.0,303.0
MIC0726,692,346,0.0,0.0,5039,0.0,1,167.0,0.0,1009.0
MIL0255,692,346,0.0,0.0,3036,0.0,1,346.0,0.0,620.0
MIM0712,692,346,0.0,0.0,339,0.0,1,346.0,0.0,140.0
MJB0588,692,346,0.0,0.0,372,0.0,1,0.0,0.0,43.0
MJM0510,1190,462,0.0,0.0,1005,0.0,4,0.0,0.0,421.0
MJS0890,692,346,0.0,0.0,1022,0.0,1,0.0,0.0,425.0
MKG0711,692,346,0.0,0.0,337,0.0,1,346.0,0.0,0.0
MKL0941,692,346,0.0,0.0,2973,0.0,1,346.0,0.0,0.0
MKP0861,966,346,0.0,0.0,4983,0.0,1,346.0,0.0,1993.0
MKS0204,692,346,0.0,0.0,3682,0.0,1,346.0,0.0,390.0
MKW0441,1026,377,700.0,693.0,1011,421.0,8,177.0,2.0,424.0
MLD0755,956,346,0.0,0.0,5065,0.0,1,156.0,0.0,2023.0
MLG0475,692,346,0.0,0.0,337,0.0,1,155.0,0.0,84.0
MLL0598,692,346,2779.0,2766.0,335,353.0,1,0.0,0.0,43.0
MLM0950,1349,509,850.0,844.0,404,2752.0,3,476.0,248.0,130.0
MLP0668,692,346,0.0,0.0,3034,0.0,1,164.0,0.0,1205.0
MMB0488,620,310,0.0,0.0,4439,0.0,1,0.0,0.0,898.0
MMG0943,930,465,0.0,0.0,2999,0.0,3,462.0,0.0,1182.0
MNC0717,1170,455,0.0,0.0,338,0.0,3,369.0,0.0,103.0
MNR0829,692,346,0.0,0.0,331,0.0,1,346.0,0.0,80.0
MNS0224,2826,1413,0.0,0.0,3688,0.0,659,2057.0,0.0,724.0
MOH0273,802,401,3155.0,3140.0,3463,9306.0,1,401.0,106.0,370.0
MOP0763,692,346,0.0,0.0,995,0.0,1,0.0,0.0,0.0
MOS0047,1651,756,888.0,886.0,1892,1593.0,416,1084.0,0.0,736.0
MPM0220,2005,920,2494.0,2484.0,2307,6689.0,456,1337.0,3.0,241.0
MPT0376,1183,449,410.0,405.0,3195,1054.0,3,174.0,59.0,959.0
MSD0939,692,346,0.0,0.0,2993,0.0,1,346.0,0.0,301.0
MSG0839,692,346,0.0,0.0,335,0.0,1,346.0,0.0,41.0
MSH0040,2100,1050,0.0,0.0,2711,0.0,540,1554.0,0.0,1104.0
MSO0222,1900,950,2.0,2.0,2546,1.0,490,1437.0,0.0,0.0
MSS0001,960,346,0.0,0.0,12034,0.0,1,157.0,0.0,1206.0
MSZ0310,692,346,0.0,0.0,5011,0.0,1,346.0,0.0,1012.0
MTB0620,972,346,1005.0,999.0,5042,1971.0,1,158.0,0.0,2043.0
MTT0901,78,29,90.0,90.0,82,187.0,1,0.0,0.0,41.0
MVB0515,1148,436,367.0,364.0,1000,1777.0,21,0.0,0.0,389.0
MVF0594,692,346,0.0,0.0,335,0.0,1,0.0,0.0,0.0
MVH0373,494,247,0.0,0.0,701,0.0,165,292.0,0.0,143.0
MYD0978,510,255,7.0,7.0,2687,15.0,1,135.0,2.0,547.0
NAB0801,692,346,0.0,0.0,3028,0.0,1,0.0,0.0,310.0
NAB0903,692,346,0.0,0.0,1063,0.0,1,0.0,0.0,0.0
NAF0033,688,344,0.0,0.0,4678,0.0,1,344.0,0.0,952.0
NAF0326,1599,622,900.0,890.0,7121,2446.0,48,516.0,365.0,2186.0
NAH0503,930,465,0.0,0.0,5750,0.0,2,59.0,107.0,1711.0
NAR0981,692,346,0.0,0.0,3022,0.0,1,346.0,0.0,1206.0
NBC0412,698,349,0.0,0.0,3367,0.0,4,148.0,0.0,1048.0
NBH0256,692,346,0.0,0.0,3022,0.0,1,346.0,0.0,1210.0
NCE0097,692,346,0.0,0.0,3032,0.0,1,346.0,0.0,286.0
NCH0179,692,346,0.0,0.0,3707,0.0,1,346.0,0.0,1485.0
NCK0295,692,346,0.0,0.0,334,0.0,1,0.0,0.0,0.0
